document_id,subjectCategories,title,abstract,createDate,publicationDate,downloads_pdf_url,downloads_text_url,center,copyright,related
19810064176,STRUCTURAL MECHANICS,Thermal stress fracture in elastic-brittle materials,"The reported investigation shows that the assessment of the possibility of the thermal fracture of brittle materials depends upon an accurate evaluation of the thermal stresses and the determination of the resulting stress intensity factors. The stress intensity factors can be calculated in a variety of ways ranging from the very precise to approximate, but only for a limited number of geometries. The main difficulty is related to the determination of the thermal stress field because of its unusual character and its dependence upon boundary conditions at points far from the region of thermal activity. Examination of a number of examples suggests that the best visualization of the thermal stresses and any associated fracture can be made by considering the problem to be the combination of thermal and isothermal problems or by considering that the prime effect of the temperature is in the generation of thermal strains and that the thermal stresses are simply the result of the region trying to accommodate these strains.",2013-08-11,1980-01-01,,,CDMS,OTHER,
19810064203,AIRCRAFT PROPULSION AND POWER,The role of the helical jet mode in aerodynamic noise generation,"The helical jet mode is modeled by an infinite helical vortex filament, and an exact analytical solution for the induced velocity field interior to the filament is derived. These expressions are then used to model the jet flow field and to analyze the high subsonic and supersonic jet noise generation. It is shown that noise will be generated directly if the helical mode convects or rotates. Reducing this noise by stabilizing the mode is difficult, since the self-induced velocities of the mode itself cause it to convect and rotate; the use of noncircular nozzles is suggested to eliminate the symmetry of the boundary condition. The helical mode can also generate noise indirectly by inducing time-dependent Coriolis accelerations on small-scale turbulence propagating in its induced velocity field. This suggests that any upstream turbulence generation has an enhanced potential for noise propagation when propagating in the presence of the helical mode.",2013-08-11,1981-10-01,,,CDMS,OTHER,
19810064210,ACOUSTICS,Shock development in sound transmitted through a nearly choked flow,"A nonlinear quasi-one dimensional theory of sound transmitted through a converging-diverging duct section is extended to the case where the acoustical source is located well downstream of the throat, at a point where the flow Mach number is low. The development and subsequent effects of shocks in the acoustic quantities are of primary consideration. The analysis uses a method of matched asymptotic expansions, yielding a set of inner equations of motion and shock conditions valid in the near-sonic throat region. The analysis leads to a generalization of the 'equal area' relation of weak shock theory. The manner in which nonlinear effects increase with source strength, frequency, and throat Mach number is illustrated by the numerical results and corresponding graphs. The shock waves are shown to cause significant dissipation in acoustic power.",2013-08-11,1981-10-01,,,CDMS,OTHER,
19810064235,ACOUSTICS,Mixer nozzle aeroacoustic characteristics for the energy efficient engine,"Aeroacoustic tests are conducted on scale model mixer nozzle configurations, a separate flow nozzle, and a baseline conical nozzle in an anechoic chamber free-jet facility to investigate exhaust system designs. Far-field acoustic data and exhaust jet plume aerodynamic data are obtained for various combinations of exhaust jet velocity and simulated flight speed, with corrected microphone data at a constant 12.2 m arc distance, and scaled acoustic data at a sideline distance of 457 m. It is found that jet plume aerodynamic and acoustic characteristics of lobed mixer exhaust systems are similar to those of a conical nozzle operating at the same specific thrust, although differences occur at high frequencies, where the sound pressure level of the mixer nozzle is 1-5 dB higher than that of a conical nozzle. In addition, no direct correlation is found between exit plane turbulence levels and plume development or acoustic characteristics for mixer exhaust configurations.",2013-08-11,1981-10-01,,,CDMS,OTHER,
19810064236,ACOUSTICS,Acoustic and turbulence measurements of a tone-excited jet with and without flight simulation,"Acoustic as well as turbulence measurements were made of tone-excited jets to obtain an understanding of the broadband noise augmentation mechanism. Results for both heated and unheated jets with and without flight simulation are presented for a range of excitation frequencies and levels, as well as for the zero order and first order spinning modes. It is argued that although the phase-locked large-scale turbulence structure is at the root of the noise amplification process, the actual noise generation mechanism lies in the small-scale turbulence. Results show that (1) the phase velocity of the excited large scale instability waves is subsonic relative to the ambient fluid and (2) broadband jet noise is almost uniform at all frequencies. Moreover, when the large-scale and small-scale structures are plotted against forward velocity (for a given upstream excitation level of 141 dB), the change in large-scale turbulence is negligible with forward velocity, whereas the small-scale turbulence decreases for both excited and unexcited jets. Also, the corresponding difference in far-field noise does not appear to change significantly, indicating that the changes in small-scale turbulence are responsible for jet noise amplification.",2013-08-11,1981-10-01,,,CDMS,OTHER,
19810064426,SOLAR PHYSICS,Rare gases in the past and present solar wind,"The elemental abundances, fluxes and isotopic compositions of rare gases in the past and present-day solar wind are discussed on the basis of direct measurements and fossil evidence in lunar and meteorite samples. Spacecraft measurements of the abundances of He, O, Si, Fe, Ne, and Ar with respect to H in the solar wind are shown to agree with relative abundance measurements of these elements in the solar photosphere and corona, while the lack of evidence of systematic depletion with increasing ionic mass suggests solar abundances of the much less abundant Kr and Xe in the solar wind. Relative He, Ne and Ar abundances in the ancient solar wind as derived from lunar ilmenite and the Pesyanoe meteorite are similar to present-day values, except for a factor of two underabundance of He, while the heavy rare gases appear to be enriched by up to a factor of five. The isotopic compositions of solar wind Ar, Kr and Xe have apparently been fairly constant over most of the solar lifetime, whereas He and possibly Ne show evidence of an increasing abundance of their heavy isotopes with increasing solar wind age.",2013-08-11,1980-01-01,,,CDMS,OTHER,
19810064541,GEOPHYSICS,Early results from Magsat,"Papers presented at the May 27, 1981 meeting of the American Geophysical Union concerning early results from the Magsat satellite program, which was designed to study the near-earth magnetic fields originating in the core and lithosphere, are discussed. The satellite was launched on October 30, 1979 into a sun-synchronous (twilight) orbit, and re-entered the atmosphere on June 11, 1980. Instruments carried included a cesium vapor magnetometer to measure field magnitudes, a fluxgate magnetometer to measure field components and an optical system to measure fluxgate magnetometer orientation. Early results concerned spherical harmonic models, fields due to ionospheric and magnetospheric currents, the identification and interpretation of fields from lithospheric sources. The preliminary results confirm the possibility of separating the measured field into core, crustal and external components, and represent significant developments in analytical techniques in main-field modelling and the physics of the field sources.",2013-08-11,1981-09-17,,,CDMS,OTHER,
19810064626,ASTROPHYSICS,The structure of giant elliptical galaxies in poor clusters of galaxies,"Detailed photographic surface photometry is presented of the nine first brightest galaxies in poor clusters suspected of being cD galaxies. The surface photometry is put on an absolute scale, using multiaperture photoelectric photometry. Oemler (1976) and de Vaucouleurs (1948) laws are fitted to the profiles to derive structural parameters, and the structural properties of the galaxies are compared with those of the cD galaxies in rich clusters studied by Oemler (1976) and those of normal ellipticals studied by Kormendy (1977). It is found that (1) the profiles of first brightest galaxies are well fitted by an r to the 1/4 power law over a range of more than nine magnitudes and down to the faintest light levels observed and (2) structural parameters characterizing only the central part of first brightest galaxies in poor and rich clusters, and excluding the envelope component in the case of rich clusters, smoothly extend properties exhibited by normal ellipticals. These observations are consistent with the idea that the central part of first brightest galaxies in both poor and rich clusters is made up by the mergers of smaller galaxies.",2013-08-11,1981-09-01,,,CDMS,OTHER,
19810064657,SOLAR PHYSICS,The role of particle drifts in solar modulation,"The work of Isenberg and Jokipii (1979) is examined and it is shown that their extension of the conventional drift-flux formula to static magnetic fields of arbitrary spatial variation is invalid for interplanetary cosmic-ray transport. A field configuration involving helical magnetic fields which suppresses curvature and gradient drift and which may occur in the solar wind is presented. It is concluded that the conventional drift-flux contribution to the solar modulation of cosmic rays may, but need not, be important.",2013-08-11,1981-09-01,,,CDMS,OTHER,
19810064658,SPACE RADIATION,The abundances and energy spectra of cosmic ray iron and nickel at energies from 1 to 10 GeV per amu,"A scintillation-Cerenkov counter telescope has been used to measure the absolute flux and energy spectra of the nuclear components of the primary cosmic radiation. This instrument has been flown twice on high-altitude balloons launched from Muskogee, Okalahoma (vertical rigidity cutoff of 3.4 GV), and has provided a total exposure of 20 sq m sr hr. In this paper the measurements of the abundances and the differential energy spectra of iron and nickel in the energy interval from 1 to 10 GeV per amu are presented. The mean abundance of nickel relative to iron is found to be 0.050 + or - 0.003. This ratio is consistent with abundances at the source which are similar to those of the interstellar medium as estimated both by Meyer (1979) and by Cameron (1970). If the measured energy spectra are fit to single power laws in total energy, spectral indices of 2.44 + or - 0.07 for iron and 2.33 + or - 0.13 for nickel are obtained.",2013-08-11,1981-09-01,,,CDMS,OTHER,
19810064659,LUNAR AND PLANETARY EXPLORATION,A study of ethane on Saturn in the 3 micron region,"C2H6 has been detected in absorption on Saturn from 3-micron airborne spectra. Based on comparisons with laboratory spectra of C2H6, the ethane abundance has been estimated at 7.5 plus or minus 3.5 cm-amagat, equivalent to a column abundance of 3.0 plus or minus 1.4 cm-amagat. The results support expectations that CH4 photolysis is a major disequilibrating mechanism in the upper atmosphere of the outer planets and Titan.",2013-08-11,1981-09-01,,,CDMS,OTHER,
19810064694,METEOROLOGY AND CLIMATOLOGY,Temperature dependent UV absorption cross sections for carbonyl sulfide,"The ultraviolet absorption spectrum of carbonyl sulfide is investigated in order to assess the importance of the photolytic sink for OCS in the troposphere. Absorption cross sections were measured at wavelengths between 185 and 300 nm in a double-beam spectrometer at temperatures of 295 and 225 K. The results are found to be in good agreement with previous reports in the short wavelength region, but significantly lower than the value of 2 x 10 to the 22nd sq cm/molecule proposed by Rudolf and Inn (1981) between 280 and 300 nm, which may be attributed to trace contaminants or dimerization. A marked temperature effect is noted at wavelengths greater than 240 nm and below 190 nm. As no evidence of absorption at wavelengths greater than 270 nm was found, estimates of the solar photodissociation rate of tropospheric OCS based on the present cross sections yield a value of about 2 x 10 to the -9th/sec, corresponding to a tropospheric lifetime of about 20 years. It is therefore concluded that solar photolysis represents a negligible sink for OCS.",2013-08-11,1981-09-01,,,CDMS,OTHER,
19810064716,SOLAR PHYSICS,Additional measurements of the high-latitude sunspot rotation rate /Research note/,"Sunspot rotation rate measurements at high sunspot latitudes are reported for the period 1966-68, based on ten spots at latitudes greater than about 28 deg from H-alpha patrol records for this period. A sidereal rotation rate of 13.70 + or - 0.07 deg/day was found on the average, at 31.05 + or - 0.01 deg. Taken together, the full set of measurements in this latitude regime yield a rotation rate that is in excellent agreement with the result derived by Newton and Nunn (1951) from recurrent spots at lower latitudes throughout the six cycles from 1878 to 1944.",2013-08-11,1981-10-01,,,CDMS,OTHER,
19810064723,OCEANOGRAPHY,Oceanography from satellites,"It is pointed out that oceanographers have benefited from the space program mainly through the increased efficiency it has brought to ship operations. For example, the Transit navigation system has enabled oceanographers to compile detailed maps of sea-floor properties and to more accurately locate moored subsurface instrumentation. General descriptions are given of instruments used in satellite observations (altimeter, color scanner, infrared radiometer, microwave radiometer, scatterometer, synthetic aperture radar). It is pointed out that because of the large volume of data that satellite instruments generate, the development of algorithms for converting the data into a form expressed in geophysical units has become especially important.",2013-08-11,1981-11-01,,,CDMS,OTHER,
19810064730,INSTRUMENTATION AND PHOTOGRAPHY,Satellite oceanography - The instruments,"It is pointed out that no instrument is sensitive to only one oceanographic variable; rather, each responds to a combination of atmospheric and oceanic phenomena. This complicates data interpretation and usually requires that a number of observations, each sensitive to somewhat different phenomena, be combined to provide unambiguous information. The distinction between active and passive instruments is described. A block diagram illustrating the steps necessary to convert data from satellite instruments into oceanographic information is included, as is a diagram illustrating the operation of a radio-frequency radiometer. Attention is also given to the satellites that carry the various oceanographic instruments.",2013-08-11,1981-11-01,,,CDMS,OTHER,
19810064818,METALLIC MATERIALS,"Fatigue properties of MA 6000E, a gamma-prime strengthened ODS alloy","MA 6000E is a corrosion resistant, gamma-prime strengthened ODS alloy under development for advanced turbine blade applications. The high temperature, 1093 C, rupture strength is superior to conventional nickel-base alloys. This paper addresses the fatigue behavior of the alloy. Excellent properties are exhibited in low and high cycle fatigue and also thermal fatigue. This is attributed to a unique combination of microstructural features, i.e., a fine distribution of dispersed oxides and other nonmetallics, and the highly elongated grain structure which advantageously modify the deformation characteristics and crack initiation and propagation modes from that characteristic of conventional gamma-prime hardened superalloys.",2013-08-11,1980-01-01,,,CDMS,OTHER,
19810064932,ASTRONOMY,Electrostatic disruption of a charged conducting spheroid,"Electrostatic disruption of elongated parent grains following sudden charging to high electrostatic potentials is proposed as a specific mechanism for the appearance of striae or pseudosynchronic bands which have been observed in several comets. The polar and equatorial electrostatic tension for axis ratios between 0.01 and 1000 are calculated, and the polar pressure is found to be larger than the equatorial pressure for prolate spheroids. The electrostatic polar pressure profile along the polar axis for prolate spheroids is calculated, and the pressure is found to increase monotonically from a minimum at the center to a maxima at the ends. This indicates that as a prolate spheroid of uniform tensile strength is charged up, it will continue to chip off at the ends when the electrostatic pressure there exceeds the uniform tensile strength of the grain. The result can be a prolate grain or a grain which continues chipping until it explodes.",2013-08-11,1981-07-01,,,CDMS,OTHER,
19810064941,EARTH RESOURCES AND REMOTE SENSING,ICAP - An Interactive Cluster Analysis Procedure for analyzing remotely sensed data,"An Interactive Cluster Analysis Procedure (ICAP) was developed to derive classifier training statistics from remotely sensed data. ICAP differs from conventional clustering algorithms by allowing the analyst to optimize the cluster configuration by inspection, rather than by manipulating process parameters. Control of the clustering process alternates between the algorithm, which creates new centroids and forms clusters, and the analyst, who can evaluate and elect to modify the cluster structure. Clusters can be deleted, or lumped together pairwise, or new centroids can be added. A summary of the cluster statistics can be requested to facilitate cluster manipulation. The principal advantage of this approach is that it allows prior information (when available) to be used directly in the analysis, since the analyst interacts with ICAP in a straightforward manner, using basic terms with which he is more likely to be familiar. Results from testing ICAP showed that an informed use of ICAP can improve classification, as compared to an existing cluster analysis procedure.",2013-08-11,1981-09-01,,,CDMS,OTHER,
19810064956,ASTRONOMY,"Lanning 14, a new DO white dwarf - Spectrophotometry and atmospheric parameters","Optical spectrophotometric observations are presented and analyzed for Lanning 14, which was recently classified as a DO white dwarf and has one of the strongest He II 4868 absorption lines of any known star, with strong He Bracket lines and weak He I. An effective temperature of 55,000 plus or minus 2500 K, log g near 8, and He/H ratio equal to or greater than 100, have been derived by means of a new grid of hot, high-gravity, mixed-composition models. It is concluded that Lanning 14 is both hotter and more helium-rich than the prototype DO star HZ 21.",2013-08-11,1981-09-01,,,CDMS,OTHER,
19810064963,SOLAR PHYSICS,Dynamic phenomena in the visible layers of sunspots,"The empirical properties of the various dynamic phenomena are reviewed and interrelated, with emphasis placed on recent observational results. On the basis of the observations, it is proposed that umbral dots and penumbral grains are essentially the same phenomenon and that the observational goal of highest priority with respect to both the origin of the periodic phenomena and the problem of the missing heat flux is to better determine the nature of these elementary bright features. The dynamic phenomena discussed are features or events that display spectral evidence for mass motion or that change appreciably in brightness or position on time scales less than approximately one hour. It is also concluded that nonoscillatory convection in umbral dots may well contribute strongly to umbral turbulence as presently observed.",2013-08-11,1981-01-01,,,CDMS,OTHER,
19810064969,INORGANIC AND PHYSICAL CHEMISTRY,Time-resolved spectroscopy of the Mercury 6 3P1 state,"The time-resolved fluorescence was observed from the Hg 6 3P1 state under the influence of the earth's magnetic field and with applied fields of up to 14 G. Modulation of the fluorescence decay signal was observed as a function of both time and space and can be interpreted in terms of a classical precession of the excited atom about the magnetic field or as quantum beats resulting from interference between coherently populated Zeeman sublevels. This modulation was studied for each of the five resolvable components of the hyperfine structure separately. The fluorescence from the even isotopes was determined to be almost completely modulated while the fluorescence from the odd isotopes was only partially modulated. The frequency of modulation of the fluorescence from the mercury-202 isotope was observed as a function of the applied magnetic field and a value for the Lande factor of 1.46 + or - 0.03 was obtained. This is within experimental error of the accepted value of 1.486. In addition, the frequency of modulation as a function of applied magnetic field was determined for each of the three resolvable components with more than one contributing isotopic hyperfine line. An investigation of the effect of radiation trapping on the degree modulation was also made.",2013-08-11,1981-09-17,,,CDMS,OTHER,
19810064973,GEOPHYSICS,Nonthermal line profiles from O/1S/ in the thermospheric nightglow,Generalized composite nonthermal line profiles are calculated for the thermospheric nighttime emission from O(1S) metastable atoms based on an extension to the simple relaxation model of Hays and Walker (1966). It is shown that the Dynamics Explorer Fabry-Perot interferometer will enable accurate values to be obtained for the branching ratio of the O(1S) production reaction and for the excitation exchange collision frequency.,2013-08-11,1981-10-01,,,CDMS,OTHER,
19810065237,METEOROLOGY AND CLIMATOLOGY,"Quasi-linear blocks forced by orography in a hemispheric, quasi-geostrophic barotropic model","Stationary linear perturbation responses to Northern Hemisphere orography are calculated in a quasi-geostrophic barotropic model in solid-body rotation. The stationary mountain torque induced by these perturbations is then used to construct graphical solutions to the steady-state wave, mean-flow interaction problem. It is shown that multiple solutions exist in the system and are near either the forcing equilibrium of the zonal forcing or near the resonance points in the system. Some of these near-resonance solutions have block-like configurations with a confluence zone upstream from a large-amplitude structure consisting of a high at high latitudes and a low at low latitudes. These block-like configurations are shown to be near stable solutions of the system. Time-dependent calculations show that the initial state and the zonal forcing equilibrium are important in determining the long-term time evolution of the system.",2013-08-11,1981-07-01,,,CDMS,OTHER,
19810065278,LUNAR AND PLANETARY EXPLORATION,Further observational support for the limited-latitude magnetodisc model of the outer Jovian magnetosphere,"A distinction is made between the solar-wind-influenced limited-latitude magnetodisk and magnetic anomaly models of the outer Jovian magnetosphere, and an observational comparison of the two models is presented based on Pioneer and Voyager measurements. Predictions of the two models concerning the location of the current sheet as a function of Jovigraphic latitude, System III longitude and radial distance are contrasted, and it is shown that both models can satisfactorily explain the merging of the current sheep crossings by Voyager 1 and 2. Variations in the energetic particle intensities observed on the outbound pass of Voyager 1 and 2 are observed to correspond to scale heights for energetic particle latitudinal confinement consistent with MHD calculations and Pioneer 10 and Voyager magnetic observations only when the scale heights are calculated on the basis of the limited-latitude magnetodisk model. It is thus suggested that the solar wind must have a greater influence on magnetosphere structure than internal longitudinal plasma asymmetry.",2013-08-11,1981-09-01,,,CDMS,OTHER,
19810065296,GEOPHYSICS,Simultaneous rocket and radar measurements of currents in an auroral arc,"The data obtained by the vector magnetometer, the double probe, and the Chatanika radar used in a coordinated rocket and radar experiment in Alaska in March 1978 are analyzed. A brief description of the instruments is given, and the basic equations for the determination of ionospheric currents from electric field and conductivity measurements are reviewed. The results obtained by the three instruments are then compared and used to infer the nature of parallel and perpendicular current flow around the arc.",2013-08-11,1981-09-01,,,CDMS,OTHER,
19810065334,ACOUSTICS,Shock-associated noise reduction from inverted-velocity-profile coannular jets,"The reduction of shock-associated noise in inverted velocity profile coannular jets is investigated and quantified by making optical and acoustic measurements as a function of outer and inner stream pressure ratio combinations and interpreting noise results with the aid of new theoretical models. Schlieren photographs are obtained in three series of test conditions with a varying primary stream pressure ratio, and acoustic experiments are conducted on a polar arc radius of 3.05 m over a frequency range of 200 Hz to 80 kHz. A constant-thrust comparison is made, and data are plotted and discussed with emphasis on the variation of jet noise levels with primary stream Mach number and equivalent single jets on an absolute basis. It is shown that shock noise from the outer stream is almost eliminated when the inner stream is operated at a Mach number above unity at inverted and normal velocity profile conditions, and optical measurements indicate that for a fixed supercritical fan stream pressure ratio, the repetitive shock structure in the outer stream is minimized when the primary stream ratio becomes supercritical.",2013-08-11,1981-10-01,,,CDMS,OTHER,
19810065353,EARTH RESOURCES AND REMOTE SENSING,Landsat - What is operational in water resources,"Applications of Landsat data in hydrology and water quality measurement were examined to determine which applications are operational. In hydrology, the principal applications have been surface water inventory, and land cover analysis for (1) runoff modeling and (2) abatement planning for non-point pollution and erosion. In water quality measurement, the principal applications have been: (1) trophic state assessment, and (2) measurement of turbidity and suspended sediment. The following applications were found to be operational: mapping of surface water, snow cover, and land cover (USGS Level 1) for watershed applications; measurement of turbidity, Secchi disk depth, suspended sediment concentration, and water depth.",2013-08-11,1981-01-01,,,CDMS,OTHER,
19810065563,OCEANOGRAPHY,Regression techniques for oceanographic parameter retrieval using space-borne microwave radiometry,"Variations of conventional multiple regression techniques are applied to the problem of remote sensing of oceanographic parameters from space. The techniques are specifically adapted to the scanning multichannel microwave radiometer (SMRR) launched on the Seasat and Nimbus 7 satellites to determine ocean surface temperature, wind speed, and atmospheric water content. The retrievals are studied primarily from a theoretical viewpoint, to illustrate the retrieval error structure, the relative importances of different radiometer channels, and the tradeoffs between spatial resolution and retrieval accuracy. Comparisons between regressions using simulated and actual SMMR data are discussed; they show similar behavior.",2013-08-11,1981-10-01,,,CDMS,OTHER,
19810065577,STRUCTURAL MECHANICS,A programing system for research and applications in structural optimization,"The paper describes a computer programming system designed to be used for methodology research as well as applications in structural optimization. The flexibility necessary for such diverse utilizations is achieved by combining, in a modular manner, a state-of-the-art optimization program, a production level structural analysis program, and user supplied and problem dependent interface programs. Standard utility capabilities existing in modern computer operating systems are used to integrate these programs. This approach results in flexibility of the optimization procedure organization and versatility in the formulation of contraints and design variables. Features shown in numerical examples include: (1) variability of structural layout and overall shape geometry, (2) static strength and stiffness constraints, (3) local buckling failure, and (4) vibration constraints. The paper concludes with a review of the further development trends of this programing system.",2013-08-11,1981-10-01,,,CDMS,OTHER,
19810065685,ELECTRONICS AND ELECTRICAL ENGINEERING,The electret effect and devices.  Citations from the NTIS data-base,,2013-08-11,1980-05-01,,,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810068591,AERODYNAMICS,Investigation of Aerodynamic and Icing Characteristics of Recessed Fuel-Vent Configurations,"An investigation has been conducted in the NACA Cleveland icing research tunnel to determine the aerodynamic and icing characteristics of several recessed fuel-vent configurations. The vents were investigated aerodynamically to obtain vent-tube pressures and pressure distributions on the ramp surface as functions of tunnel-air velocity and angle of attack. Icing investigations were made to determine the vent-tube pressure losses for several icing conditions at tunnel-air velocities ranging from 220 to 440 feet per second. In general, under nonicing conditions, the configurations with diverging ramp walls maintained, vent-tube pressures greater than the required marginal value of 2 inches of water positive pressure differential between the fuel cell and the compartment containing the fuel cell for a range of angles of attack from 0 to 14deg at a tunnel-air velocity of approximately 240 feet per second. A configuration haying divergIng ramp sldewalls, a 7deg ramp angle; and vent tubes manifold,ed to a common plenum chamber opening through a slot In the ramp floor gave the greatest vent-tube pressures for all the configurations investigated. The use of the plenum chamber resulted in uniform pressures in all vent tubes. In a cloud-icing condition, roughness caused by ice formations on the airfoil surface ahead of the vent ramp, rather than icing of the vent configuration, caused a rapid loss in vent-tube pressures during the first few minutes of an icing period. Only the configuration having diverging ramp sidewalls, a 7 ramp angle, and a common plenum chamber maintained the required vent-tube pressures throughout a 60-minute icing period, although the ice formations on this configuration were more severe than those observed for the other configurations. No complete closure of vent-tube openings occurred for the configurations investigated. A simulated freezing-rain condition caused a greater and more rapid vent-tube pressure loss than was observed for a cloud-icing condition.",2013-08-11,1949-03-01,/api/citations/19810068591/downloads/19810068591.pdf,/api/citations/19810068591/downloads/19810068591.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810068594,AERODYNAMICS,The icing problem:  Current status of NACA techniques and research,,2013-08-11,1955-01-01,,,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810068602,"AIRCRAFT DESIGN, TESTING AND PERFORMANCE",A Procedure for the Design of Air-Heated Ice-Prevention Systems,"A procedure proposed for use in the design of air-heated systems for the continuous prevention of ice formation on airplane components is set forth. Required heat-transfer and air-pressure-loss equations are presented, and methods of selecting appropriate meteorological conditions for flight over specified geographical areas and for the calculation of water-drop-impingement characteristics are suggested. In order to facilitate the design, a simple electrical analogue was devised which solves the complex heat-transfer relationships existing in the thermal-system analysis. The analogue is described and an illustration of its application to design is given.",2013-08-11,1954-06-01,/api/citations/19810068602/downloads/19810068602.pdf,/api/citations/19810068602/downloads/19810068602.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810068604,"AIRCRAFT DESIGN, TESTING AND PERFORMANCE",Effectiveness of Thermal-Pneumatic Airfoil-Ice-Protection System,"Icing and drag investigations were conducted in the NACA Lewis icing research tunnel employing a combination thermal-pneumatic de-icer mounted on a 42-inch-chord NACA 0018 airfoil. The de-icer consisted of a 3-inch-wide electrically heated strip symmetrically located about the leading edge with inflatable tubes on the upper and lower airfoil surfaces aft of the heated area. The entire de-icer extended to approximately 25 percent of chord. A maximum power density of 9.25 watts per square inch was required for marginal ice protection on the airfoil leading edge at an air temperature of 00 F and an airspeed of 300 miles per hour. Drag measurements indicated, that without icing, the de-icer installation increased the section drag to approximately 140 percent of that of the bare airfoil; with the tubes inflated, this value increased to a maximum of approximately 620 percent. A 2-minute tube-inflation cycle prevented excessive ice formation on the inflatable area although small scattered residual Ice formations remained after inflation and were removed intermittently during later cycles. Effects of the time lag of heater temperatures after initial application of power and the insulating effect of ice formations on heater temperatures were also determined.",2013-08-11,1951-04-13,/api/citations/19810068604/downloads/19810068604.pdf,/api/citations/19810068604/downloads/19810068604.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810068609,"AIRCRAFT DESIGN, TESTING AND PERFORMANCE","Some considerations of the need for icing protection of high-speed, high-altitude airplanes",,2013-08-11,1954-01-01,,,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810068620,AIRCRAFT PROPULSION AND POWER,Investigation of Effectiveness of Air-Heating a Hollow Steel Propeller for Protection Against Icing. 2: 50% Impartitioned Blades,"The icing protection afforded an internal air-heated propeller blade by radial partitioning at 50-percent chord to confine the heated air to the forward half of the blade was determined in the NACA Cleveland icing research tunnel. A modified production-model hollow steel propeller, was used for the investigation. Temperatures of the blade surfaces for several heating rates were measured under various tunnel Icing' conditions. Photographic observations of ice formations on blade surfaces and blade heat-exchanger effectiveness were obtained. With 50-percent partitioning of the blades, adequate icing protection at 1050 rpm was obtained with a heating rate of 26,000 Btu per hour per blade at the blade shank using an air temperature of 400 F with a flow rate of 280 pounds per hour per blade, which is one-third less heat than was found necessary for similar Ice protection with unpartitioned blades. The chordwise distribution of the applied heat, as determined by surface temperature measurements, was considered unsatisfactory with much of the heat dissipated well back of the leading edge. Heat-exchanger effectiveness of approximately 56 percent also Indicated poor utilization of available heat. This effectiveness was, however, 9 percent greater than that obtained from unpartitioned blades.",2013-08-11,1948-05-01,/api/citations/19810068620/downloads/19810068620.pdf,/api/citations/19810068620/downloads/19810068620.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810068622,AIRCRAFT PROPULSION AND POWER,A method for estimating heat requirements for ice prevention gas heated hollow propeller blades,,2013-08-11,1947-12-01,/api/citations/19810068622/downloads/19810068622.pdf,/api/citations/19810068622/downloads/19810068622.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810068625,AIRCRAFT PROPULSION AND POWER,The Effect of Ice Formations on Propeller Performance,"Measurements of propeller efficiency loss due to ice formation are supplemented by an analysis to establish the magnitude of efficiency losses to be anticipated during flight in icing conditions. The measurements were made during flight in natural icing conditions; whereas the analysis consisted of an investIgation of changes in blade-section aerodynamic characteristics caused by ice formation and the resulting propeller efficiency changes. Agreement in the order of magnitude of eff 1- ciency losses to be expected is obtained between measured and analytical results. The results indicate that, in general, efficiency losses can be expected to be less than 10 percent; whereas maximum losses, which will be encountered only rarely, may be as high as 15 or 20 percent. Reported. losses larger than 15 or 20 percent, based on reductions in airplane performance, probably are due to ice accretions on other parts of the airplane. Blade-element theory is used in the analytical treatment, and calculations are made to show the degree to which the aerodynamic characteristics of a blade section. must be altered to produce various propeller efficiency losses. The effects of ice accretions on airfoil-section characteristics at subcritical speeds and their influence on drag-divergence Mach number are examined, and. the attendant maximum efficiency losses are computed. The effect of kinetic heating on the radial extent of ice formation is considered, and its influence on required length of blade heating shoes is discussed. It is demonstrated how the efficiency loss resulting from an icing encounter is influenced by the decisions of the pilot in adjusting the engine and propeller controls.",2013-08-11,1950-10-01,/api/citations/19810068625/downloads/19810068625.pdf,/api/citations/19810068625/downloads/19810068625.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
19810068628,AIRCRAFT PROPULSION AND POWER,Natural icing of an axial-flow turbojet engine in flight for a single icing condition,,2013-08-11,1948-08-12,/api/citations/19810068628/downloads/19810068628.pdf,/api/citations/19810068628/downloads/19810068628.txt,CDMS,GOV_PUBLIC_USE_PERMITTED,
